Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Soil pH,Relative Humidity,Environmental Condition
49.38512167,-3.502681748,22.94121996,67.21945129,4.91566691,58.38367317,bad
42.73541375,7.711580134,25.22349694,30.79697375,4.500338914,39.20982979,bad
47.99236722,0.203734916,24.09805107,71.98243189,5.339585364,68.08864363,bad
46.24258114,7.71847921,26.98053018,71.00421906,4.898587867,42.73998418,bad
41.72084555,-3.588517713,19.06616392,34.86569618,4.8095364,41.64490471,bad
36.12203,-3.68703931,16.21749535,74.29250154,4.101847599,54.45036884,bad
39.72279898,-2.652102758,18.53534811,4.827890745,4.273861662,10.86730244,bad
38.91446361,-0.998120192,18.95817171,49.05111596,4.458157812,68.59875764,bad
48.70557092,-5.689032524,21.5082692,34.8552759,4.404921944,30.78485728,bad
49.43674656,-7.225745903,21.10550033,45.75353037,4.907296726,17.19931985,bad
43.027893,2.026577172,22.52723509,85.57630069,4.545230974,22.07862979,bad
45.00189145,7.55535446,26.27862295,97.62910929,4.355355498,60.18860656,bad
39.32549116,3.263473976,21.29448257,46.48174925,5.054238476,54.2097047,bad
48.70968384,0.943955645,24.82681974,15.81744772,4.568653541,8.1447717,bad
49.18571851,-0.502287178,24.34171567,26.15986332,5.351310939,43.99586942,bad
47.04754455,3.008317735,25.02793114,8.743447783,4.502871963,27.29759044,bad
43.67860888,0.524856751,22.10173282,58.47188599,4.901846607,37.77109588,bad
37.30745458,-2.074575172,17.61643971,88.74373271,4.074970571,55.43493343,bad
47.54749511,6.175492575,26.86149384,16.32547201,4.840972851,32.1135963,bad
37.76181329,-9.547634174,14.10708956,75.29805505,5.102798096,40.44560094,bad
38.02806793,-6.076993174,15.97553738,59.83461456,5.023446022,28.07116689,bad
44.56923255,7.780194834,26.17471369,72.70602308,4.892471041,0.348137817,bad
45.42948275,1.174203455,23.3018431,13.68518017,4.26085132,25.85558593,bad
42.02233659,-4.13957202,18.94138229,82.53664809,4.806655069,9.097173766,bad
38.91317949,-7.54220855,15.68548547,64.13883212,4.882518353,31.72001019,bad
45.03410259,8.695715525,26.86490906,63.30145691,5.02360741,58.26497224,bad
39.4300959,-9.898044577,14.76602566,84.80083642,5.032506656,60.32753031,bad
48.30243545,5.93724985,27.11984265,98.08322676,4.372831768,40.674653,bad
48.79209599,2.552268019,25.672182,74.87136222,4.65609981,64.97705311,bad
43.02829968,-4.18991373,19.41919297,65.7398216,5.273697053,6.428789552,bad
48.01918421,2.587542856,25.30336353,53.41019265,4.954092059,6.636230099,bad
36.59529474,3.227846616,19.91157068,34.76997331,4.072899873,29.51622475,bad
47.12829621,6.680213957,26.90425508,71.58525719,4.508189726,23.8637228,bad
39.3949095,-8.774233659,15.31033792,45.3808491,4.793771048,39.54734614,bad
48.67167137,0.880268546,24.77596996,13.38895494,4.425121111,4.338547097,bad
47.29862972,-6.647726569,20.32545158,11.17073097,4.760946213,65.40837185,bad
47.67200663,-2.824555157,22.42372574,71.27530198,4.694506612,26.07441917,bad
38.36938503,-7.947293129,15.21104595,96.09790158,4.157583885,26.87816222,bad
49.0768512,-5.187700177,21.94457551,96.99228349,4.121912821,48.09861481,bad
46.6143777,-3.920544544,21.34691658,67.3929447,4.36375523,61.86825346,bad
49.76664272,-4.032771041,22.86693584,64.1586408,4.878242275,35.23780056,bad
42.31013937,-1.434843261,20.43764805,13.77765491,4.666538674,3.307274087,bad
45.63373689,0.877393227,23.25556506,12.42384467,4.878798483,51.00855172,bad
47.80296314,6.777001404,27.28998227,0.694670529,4.66265613,7.396706058,bad
47.98620287,-1.964664478,23.0107692,48.8810769,4.123622907,52.36663588,bad
37.6679641,-0.931832113,18.36806599,54.98855421,4.047623919,62.50950544,bad
47.46870848,-9.677061167,18.89582366,47.01962261,5.234846814,33.16583508,bad
46.08756612,-1.010698911,22.5384336,60.35740131,4.161410232,36.78822707,bad
44.73960431,-0.983691447,21.87795643,62.3112033,4.540095702,47.37522408,bad
46.82464734,4.206007625,25.51532748,54.88364767,5.005969528,23.12259443,bad
38.19775019,7.900402076,23.04907613,6.805068356,5.08285855,53.10189365,bad
36.93191963,-8.490740201,14.22058972,77.56890194,4.699810294,18.49381144,bad
45.09275631,2.658596651,23.87567648,43.6503356,5.205885402,7.299257431,bad
39.62558278,-9.573987095,15.02579784,48.84758529,4.026702448,22.39959983,bad
46.5714143,-7.68009861,19.44565785,21.88060737,5.133688313,15.51125559,bad
45.34857207,-7.893038834,18.72776662,40.81285057,4.037319912,10.94029294,bad
40.82331259,-3.325677985,18.7488173,40.01083508,4.221220415,27.26970874,bad
36.66891515,3.117242163,19.89307865,62.2535474,4.308777697,65.55221844,bad
40.943877,-4.837252181,18.05331241,66.61898456,4.30944528,57.47050848,bad
49.93026843,-9.602639144,20.16381464,73.07737046,4.092974559,18.6479955,bad
43.67811297,2.640923932,23.15951845,58.50645695,5.065925017,15.67859394,bad
40.46918133,-7.198303789,16.63543877,14.54436572,4.345343202,42.94142783,bad
37.93373873,-6.187853409,15.87294266,57.41023431,4.716265966,65.06752067,bad
37.69735414,4.347896243,21.02262519,94.81566349,5.396479099,33.86653293,bad
46.31680686,-7.774279538,19.27126366,9.471188426,5.297520947,61.59014362,bad
44.1827654,-2.239479473,20.97164297,47.03703418,5.125976046,66.42748564,bad
38.17319851,-0.437515631,18.86784144,39.14560181,4.210996831,52.60732547,bad
49.41091992,-2.346253194,23.53233336,69.87148384,4.782001463,40.6782743,bad
48.10101811,4.091867281,26.0964427,94.1222612,4.691367294,29.90126574,bad
37.54975435,7.765319572,22.65753696,44.28651988,4.172397023,42.33531303,bad
40.85095712,-3.486330656,18.68231323,16.65237425,4.356826992,23.30451675,bad
48.05925069,0.057939019,24.05859485,73.73718086,4.526138749,2.308230975,bad
49.07856091,5.436154047,27.25735748,34.23904846,4.968594371,30.05803671,bad
47.85588412,0.358528197,24.10720616,96.88848993,4.760192094,49.51630557,bad
36.34859498,-9.185760403,13.58141729,90.05849877,4.765030751,20.25078063,bad
49.84942335,-7.599705749,21.1248588,95.54947591,4.994069069,3.02894155,bad
41.59868795,-8.441873852,16.57840705,40.70319533,4.904097709,0.730426186,bad
46.8714797,-9.398225689,18.736627,7.205075057,4.448829031,66.03611942,bad
37.33400189,-0.859021141,18.23749037,59.11769845,4.435982304,56.02735265,bad
47.27943317,0.737471004,24.00845209,3.447267178,5.035549277,59.54087664,bad
43.07655193,8.987437361,26.03199465,34.93808256,5.147377913,43.63667311,bad
44.11470024,-5.878728785,19.11798573,66.83164767,4.003084439,12.53802866,bad
40.19924717,1.363540529,20.78139385,84.76200693,4.829325457,3.939814582,bad
47.48944182,0.020028705,23.75473526,19.36616095,4.744996252,21.7107657,bad
38.76719305,-4.138727861,17.3142326,58.63472371,4.188229797,45.70449253,bad
38.34969178,2.398507003,20.37409939,65.46352988,4.362256985,20.72366526,bad
38.9521209,7.598095439,23.27510817,50.94563899,4.689374023,19.63513992,bad
47.01218225,3.346692162,25.17943721,88.7967291,5.262909955,8.384913317,bad
41.20542281,4.039709485,22.62256615,35.21696568,4.523892091,52.89990507,bad
43.42485957,2.287082511,22.85597104,7.533411703,4.069399885,17.79398102,bad
43.70061376,-0.932105339,21.38425421,94.37722294,4.006058061,47.99448407,bad
47.79836471,5.888105131,26.84323492,18.31463598,5.164399004,38.50408884,bad
42.47453858,4.53578308,23.50516083,57.9154945,4.121443346,60.62698105,bad
46.6743447,-6.000492611,20.33692605,94.97754726,5.013319546,8.508859313,bad
38.24723216,1.380146352,19.81368926,85.62720908,4.345558798,65.50039935,bad
42.7756284,1.320433012,22.04803071,27.18503526,4.598846118,40.09107089,bad
37.54541584,2.173700872,19.85955835,36.32185724,5.058224617,39.20201005,bad
47.49074942,1.135843634,24.31329652,54.20220099,5.155407641,30.98444414,bad
44.65103791,-9.991932777,17.32955257,2.377281094,4.447052067,41.48919246,bad
43.32146676,7.692677354,25.50707205,11.37275015,4.848523567,58.39906874,bad
37.59267604,-4.927037867,16.33281908,17.20414531,4.082748632,32.26095999,bad
43.04881697,5.080749725,24.06478335,75.77143999,4.01678002,15.73810718,bad
45.75070228,-9.151773849,18.29946422,61.96167042,4.64515795,36.2024824,bad
45.79856193,2.17860996,23.98858595,91.07414962,4.340280612,60.39488712,bad
43.17213285,-5.250879392,18.96062673,44.34434267,4.217195819,5.702268411,bad
38.01448692,-5.932372357,16.04105728,85.307708,5.255239978,11.11641227,bad
47.19641137,8.166910101,27.68166073,0.760154687,5.394649309,0.328020047,bad
43.29761366,8.698314016,25.99796384,5.649285854,4.902049142,59.16386977,bad
44.9374912,-2.62609657,21.15569732,96.90576042,4.569388489,48.90059417,bad
43.03188719,1.292705874,22.16229653,80.96592242,5.380012535,49.65304227,bad
41.4228172,4.47170916,22.94726318,48.94901479,4.924016017,40.96929188,bad
48.74053049,4.705622017,26.72307625,90.56071775,5.106832008,41.84123416,bad
36.4123423,0.329912764,18.37112753,28.26669752,4.175104302,1.234791447,bad
39.50754069,0.601699877,20.05462029,64.27180733,5.294346903,7.34713589,bad
43.01364603,-9.717554542,16.64804574,97.84879998,4.303984962,43.58041898,bad
43.68132,-7.594714136,18.04330293,53.20927735,5.307018587,2.489090235,bad
45.67705651,-6.86949935,19.40377858,24.52094264,4.539404583,6.497189299,bad
46.85148556,6.458875315,26.65518044,21.27379572,5.208116256,52.86658248,bad
44.54478303,5.238593974,24.8916885,85.15029955,4.677690801,44.31386323,bad
37.70215041,-7.948326274,14.87691207,70.5761849,4.015461345,0.291679049,bad
47.7681051,1.798457683,24.78328139,7.968409658,4.393466971,23.75286026,bad
43.59088303,-2.134359272,20.72826188,98.69296664,5.316171772,64.53649351,bad
47.549668,-0.507501873,23.52108306,96.92641214,5.234222819,57.27590148,bad
36.93410349,-7.123351573,14.90537596,74.54849905,4.762918665,58.28583929,bad
46.19081577,-6.62558134,19.78261722,73.46365078,4.456420236,2.851313146,bad
49.94283748,-4.651868556,22.64548446,17.48706176,5.02562648,47.62640501,bad
37.82504856,-2.496815397,17.66411658,62.69108106,5.086025584,20.59042504,bad
43.31605415,-2.56101583,20.37751916,27.0112308,4.448509237,27.50516231,bad
40.21069192,3.957833634,22.08426278,57.99361959,5.043175325,13.68545605,bad
49.26922758,-4.107586492,22.58082054,81.08211032,4.818725341,15.08713612,bad
38.41923545,0.517367758,19.4683016,0.535995792,4.516210632,47.12948599,bad
41.80634317,-5.529356605,18.13849328,96.4407814,4.789134604,11.3308974,bad
43.18647947,5.677575161,24.43202732,27.64479525,4.648850085,5.057625669,bad
37.95314544,-8.351574328,14.80078556,72.57274952,4.705261261,47.81304516,bad
38.05249513,5.867956348,21.96022574,13.36960859,5.163091874,20.0709621,bad
47.70610967,8.498100357,28.10210501,11.76871951,5.067800963,36.90465756,bad
37.40424746,-4.026762408,16.68874253,6.396787462,4.690720783,14.54765909,bad
39.54624577,3.175634849,21.36094031,46.0573116,4.415219533,37.34976402,bad
47.75275084,-1.432752627,23.15999911,83.39582001,4.490062275,23.22336254,bad
46.24883301,4.242454212,25.24564361,63.80781292,4.706583433,53.19686885,bad
48.78902461,6.225020922,27.50702276,52.92629533,4.247734264,44.92440693,bad
37.38163224,2.70600745,20.04381985,11.78686192,4.925176369,7.123573484,bad
46.80849094,-1.717401894,22.54554452,31.11597994,4.564904297,61.1377066,bad
36.58763131,-2.464386104,17.0616226,84.74593972,4.533328769,31.22234809,bad
36.96099656,2.865956528,19.91347655,47.90067951,4.206703804,23.73423963,bad
42.99157533,6.926551502,24.95906342,15.68308708,5.268823392,33.33266177,bad
38.92679309,-5.407471959,16.75966057,21.66969838,4.401970203,56.34026674,bad
39.25247481,3.864739044,21.55860693,27.32615359,4.785369326,37.37230286,bad
39.17760595,4.314624143,21.74611504,57.09515544,4.805733418,17.89508208,bad
41.88019065,-3.077884869,19.40115289,18.76784819,4.48824683,67.07414716,bad
38.03284872,-3.837334171,17.09775727,13.75365187,4.555845317,2.476091854,bad
41.85002006,7.843283214,24.84665164,39.48156153,4.276415357,28.34960734,bad
47.52813852,4.994057058,26.26109779,13.11641952,5.173133426,12.68576849,bad
49.62793217,0.46045986,25.04419602,61.57160141,5.309592188,30.80394758,bad
49.95973014,-2.159448566,23.90014079,5.61863741,5.381735956,33.94697812,bad
38.17267192,-7.871683276,15.15049432,46.69106857,4.745811171,27.88769881,bad
44.54952262,1.057046812,22.80328472,89.91602694,4.455859795,44.36519878,bad
38.38624252,-2.369102992,18.00856976,27.38337464,5.258053891,12.67931165,bad
38.24135858,4.967750291,21.60455443,70.16194196,5.220013046,36.16258282,bad
39.73399084,6.659871013,23.19693092,26.64016522,4.489455008,43.66726415,bad
36.40050776,-0.56529702,17.91760537,24.26054937,4.857357111,6.979563807,bad
45.00428646,-4.835313165,20.08448665,80.00690855,4.94761846,1.438621293,bad
36.35665517,-0.546355006,17.90515008,73.72971104,4.387887361,20.59191643,bad
47.80796713,8.256394352,28.03218074,1.975373833,4.190451038,43.79432728,bad
44.24453138,-4.929588446,19.65747147,0.493600418,5.205338611,43.23128615,bad
45.10875072,0.939153281,23.023952,97.05380747,4.501976314,52.8820024,bad
43.86748685,0.884919197,22.37620303,82.03191714,4.880157197,43.9016243,bad
37.77104759,-4.913657266,16.42869516,1.505838412,4.385851058,15.7573401,bad
45.93930986,-9.914816473,18.01224669,75.89900775,5.087599774,25.80485278,bad
47.90569846,-6.439302489,20.73319799,96.02814298,4.823939188,61.51780943,bad
41.66054441,-9.736761344,15.96189153,40.46159135,4.148231444,1.128748878,bad
49.555487,-7.833287971,20.86109951,57.77705579,5.153282728,7.130168259,bad
44.15513239,8.754815583,26.45497399,90.1051866,4.053920796,52.82528881,bad
38.45878023,-9.602565616,14.42810731,21.44689197,4.610421025,61.13734794,bad
47.53992394,-9.295322328,19.1223008,54.23894379,4.775507384,36.23835904,bad
45.26820691,1.960562648,23.61438478,45.84417054,4.247150242,18.37628953,bad
49.77839451,-7.164742114,21.3068262,82.59079012,4.948335581,48.05194054,bad
47.5709407,-3.538837163,22.01605177,18.71580039,5.029798363,43.25092287,bad
40.25749262,-4.720298117,17.76859725,6.433976778,4.725745099,53.64384928,bad
43.22417068,0.687967649,21.95606916,6.318239833,4.561652565,50.67049557,bad
36.053623,6.613436114,21.33352956,54.6855848,4.777565853,66.38370111,bad
37.26192723,-7.152232032,15.0548476,84.67677757,4.166531947,38.11106407,bad
38.93122825,-2.995856821,17.96768571,40.41553163,4.152444197,65.71456765,bad
46.59313354,2.644521142,24.61882734,48.85769841,4.620552043,67.29024245,bad
43.90108118,-5.775257529,19.06291182,2.441392195,4.981935852,31.8090323,bad
47.50424932,-4.795293194,21.35447806,89.5680782,4.139502986,46.22869605,bad
46.32254694,-5.06830407,20.62712144,18.807407,4.825265665,44.08096571,bad
37.58994291,-1.23593903,18.17700194,71.84041307,4.502029773,12.18567474,bad
39.85961342,4.705848232,22.28273083,97.09020102,4.702149423,34.15891086,bad
38.52197567,8.550013674,23.53599467,31.98475573,4.530377438,45.73856338,bad
36.69585095,7.607282761,22.15156686,93.50958347,4.296142897,32.92580243,bad
45.93319932,-9.959856523,17.9866714,16.03779229,4.643435315,49.89108807,bad
44.75567797,-3.334493335,20.71059232,67.49308363,4.532528044,43.77514568,bad
38.28197996,-6.438491803,15.92174408,22.21199074,4.281308673,45.41445302,bad
38.08193598,-9.251431899,14.41525204,69.58056977,4.593659752,5.263745712,bad
45.53883844,-3.563894373,20.98747203,84.30983802,4.014908374,22.79771633,bad
43.65575501,3.191130569,23.42344279,97.36227693,5.00174525,44.23429013,bad
39.45136953,4.856655591,22.15401256,47.61537541,4.419442578,51.93012329,bad
41.06512889,-5.019905447,18.02261172,31.02144081,4.53818876,48.26909993,bad
37.0079769,-2.941299607,17.03333865,74.96613302,4.705506659,65.21269841,bad
44.19884576,-3.183197063,20.50782435,36.98442431,5.215324904,11.67821717,bad
37.11823375,-9.831550493,13.64334163,97.65188224,4.764372812,2.545341837,bad
49.83519553,8.201976379,29.01858595,29.98347628,4.662890024,16.70402788,bad
46.54157393,6.857977151,26.69977554,32.30774589,5.021792438,37.9057125,bad
48.91192269,-2.8757886,23.01806704,72.46467097,5.286750291,34.28158112,bad
37.53708797,3.723920564,20.63050426,60.62776375,4.903907238,40.11716874,bad
45.01862324,6.882893635,25.95075844,81.33815083,5.180914249,10.97867487,bad
45.44887451,-7.199000249,19.12493713,35.72595681,4.890418526,7.456551125,bad
39.46766801,-3.836864879,17.81540156,16.98539404,4.142302531,60.47149392,bad
47.99651529,4.133033216,26.06477425,71.5362242,4.96757445,4.84108019,bad
41.82051948,3.032937091,22.42672829,57.60949262,4.760853836,36.54395003,bad
44.6607602,4.717336864,24.68904853,18.84898474,4.761832252,44.22223071,bad
44.39360667,-6.380138989,19.00673384,66.8338056,4.425614778,50.34609854,bad
45.20825474,-5.100782475,20.05373613,14.21019141,5.041708982,21.17132355,bad
40.53593192,-2.335225332,19.1003533,69.17954704,4.394671694,55.02165892,bad
42.7880551,5.620626351,24.20434072,64.84912708,4.115222952,27.518943,bad
42.38946179,1.69714667,22.04330423,9.990209349,5.359413196,33.5154175,bad
36.13292342,8.500293261,22.31660834,0.043376323,4.284799905,59.70390726,bad
37.96354203,-2.006472619,17.9785347,21.0015184,4.891900409,15.02281132,bad
37.10740262,7.737238753,22.42232068,44.19343792,4.388498387,40.82107045,bad
45.60642692,3.416868553,24.51164774,96.01156245,4.388699689,33.60301081,bad
47.12007575,-8.726015852,19.19702995,78.22670933,5.247604845,64.10327425,bad
36.8187715,-0.25055712,18.28410719,96.27262654,4.468419595,49.84239027,bad
46.39010875,0.425616547,23.40786265,46.39981058,4.240161309,42.58937927,bad
45.21295744,3.844754321,24.52885588,56.14591369,4.676810254,35.51382419,bad
40.00416858,-4.561239733,17.72146443,67.36640348,4.290811525,0.141797703,bad
45.99065047,1.761102683,23.87587658,33.55583508,4.428195112,40.8989219,bad
49.04666474,-5.856049777,21.59530748,25.63632885,4.536517724,19.9014518,bad
46.05847806,3.298746011,24.67861203,6.413139619,4.44204592,38.56076247,bad
48.49845375,1.793577434,25.14601559,94.34105922,4.388215539,46.37251067,bad
36.70260838,8.78570985,22.74415911,40.33478264,4.112898993,6.619322738,bad
46.49916956,-9.140168915,18.67950032,52.25394807,4.076888887,59.74609319,bad
36.5439509,8.020595682,22.28227329,76.4728194,4.78218572,24.83882605,bad
39.57303239,5.168799641,22.37091601,60.19700646,4.933460732,11.46211268,bad
42.5383021,-6.839831332,17.84923539,41.39762174,4.453696432,9.607377668,bad
38.72558,-3.694099005,17.5157405,70.34803661,4.023093997,48.18923279,bad
41.03250605,-3.930973091,18.55076648,94.38452136,5.178931203,61.61752119,bad
36.71216598,-5.524641414,15.59376228,13.35893705,4.401366195,21.4482666,bad
41.18737566,1.656642693,21.42200918,27.54749721,5.365313806,34.32806491,bad
40.91448689,-3.841571965,18.53645746,41.59363603,4.290465115,27.76551665,bad
48.22491417,7.638546668,27.93173042,5.34018532,4.985481092,44.01152036,bad
45.83164941,-2.565216008,21.6332167,13.87648674,4.259933677,46.66592919,bad
46.22166057,2.168340324,24.19500045,3.615884954,5.223188172,16.21521134,bad
41.20418059,-0.677417958,20.26338132,8.062483183,5.198388942,51.17146315,bad
42.01904127,8.976796062,25.49791867,49.8133495,5.295601201,4.805054364,bad
47.56922498,1.738737437,24.65398121,26.10960209,4.693425329,7.692064933,bad
49.14535171,8.97732738,29.06133954,61.99746573,4.528211449,52.10616634,bad
44.40307845,-1.211844118,21.59561717,2.680139175,4.799423574,62.61360276,bad
49.37588847,8.732314393,29.05410143,84.78846858,5.089686341,51.61986793,bad
49.40801375,-8.665764254,20.37112475,22.63143273,4.985951095,53.2015353,bad
44.00363148,5.141351725,24.5724916,73.58861077,5.249634356,4.17111711,bad
41.48454594,-5.223064016,18.13074096,62.25428713,4.291959668,18.1648553,bad
46.11952735,0.054426067,23.08697671,80.34881564,5.051272353,8.297595607,bad
40.30029925,7.64091991,23.97060958,97.9176358,4.153717721,5.789401076,bad
39.19768869,-6.71032716,16.24368076,50.60090543,4.255150994,35.06827996,bad
47.31251461,-0.023782249,23.64436618,79.09291375,5.396107203,48.81612668,bad
39.42659201,-7.513953031,15.95631949,73.73031588,4.387620925,1.026219413,bad
38.76559662,-9.861831214,14.4518827,33.9241407,4.332410649,24.07607151,bad
46.25681516,5.31755875,25.78718695,81.85280992,4.562723468,39.18442944,bad
49.58280867,-4.85872392,22.36204237,75.04781009,4.482827574,43.62698371,bad
39.28199604,1.487752626,20.38487434,37.42939162,4.618760733,33.74312622,bad
49.73690135,6.490706673,28.11380401,90.51273899,5.290965299,48.1079952,bad
42.8061691,3.061277744,22.93372342,39.34445221,4.263491782,23.41617187,bad
42.896955,-0.919928777,20.98851311,54.92611513,4.110514937,19.9591123,bad
36.05083762,7.719292497,21.88506506,58.88622261,5.23262242,13.92521992,bad
47.58233255,1.791856193,24.68709437,70.02890221,4.770594036,45.30533297,bad
49.3323334,-4.128624775,22.60185431,59.76644433,4.035434316,20.09943273,bad
44.10686538,7.233184806,25.67002509,74.4802397,5.026896409,44.43833167,bad
41.49260484,-2.083578167,19.70451334,0.205819233,4.290303242,28.07832594,bad
37.38053125,5.570168864,21.47535006,98.86788876,5.190408024,40.33163086,bad
42.32542015,-9.275638007,16.52489107,75.92809106,4.653884768,54.3060863,bad
42.56158378,-9.006592995,16.77749539,3.370656418,4.689860963,7.269035551,bad
43.56607267,-8.448255643,17.55890852,52.83149086,5.184725112,23.9578668,bad
36.95077592,6.829720546,21.89024823,66.24726773,5.003808428,45.37206827,bad
45.24794328,-9.528941019,17.85950113,8.124683324,4.588185699,19.0349826,bad
48.16933038,-3.505710479,22.33180995,39.69298851,5.057176699,40.44307722,bad
47.48824508,3.481108527,25.4846768,62.67047368,4.534861557,5.841558663,bad
38.86705057,3.922443555,21.39474706,77.60313654,4.894525063,36.58840807,bad
47.84380865,3.635201049,25.73950485,65.21751791,4.069590238,68.42830434,bad
46.75751105,-3.040841408,21.85833482,23.97142625,5.184116447,16.99629699,bad
39.98297896,-8.830256803,15.57636108,51.00645829,5.391673166,45.17648262,bad
48.00737931,1.070575971,24.53897764,89.40598767,4.613587315,8.735953882,bad
44.5937329,-0.948887462,21.82242272,53.95362286,4.276469904,44.88633713,bad
41.95829315,-5.587391684,18.18545073,21.96137308,4.944262381,23.36293262,bad
46.45556981,-8.377997609,19.0387861,4.581635008,4.39217133,47.35766831,bad
44.22408242,-1.261458691,21.48131187,48.84774781,4.558815472,41.01733031,bad
36.82932242,-4.653183377,16.08806952,33.07634731,5.193207517,11.40831571,bad
48.67821506,5.979293028,27.32875404,67.22151841,4.445007108,64.78216209,bad
36.99915264,-7.594698566,14.70222704,79.89609764,5.105727105,17.76449046,bad
36.09006126,-8.874699346,13.60768096,3.556425563,4.829404752,9.919037943,bad
48.69479617,6.177207036,27.4360016,69.42995234,4.853394027,3.339683875,bad
44.55930846,3.398730986,23.97901972,57.10049955,4.329655039,53.68559994,bad
47.04262137,0.723036684,23.88282903,74.63583023,4.006124375,36.79176081,bad
41.71614552,-9.238452738,16.23884639,38.37057352,4.994527593,35.35733253,bad
37.70810794,-9.726181895,13.99096302,41.72966414,4.940058518,57.71117204,bad
37.51341116,7.081959065,22.29768511,45.43335048,4.175862749,13.07176593,bad
43.29634416,-8.146138761,17.5751027,64.42320209,4.275403689,14.79129717,bad
37.8404852,-2.263201123,17.78864204,75.2748259,5.150207722,64.87580514,bad
37.85682697,-4.984863149,16.43598191,61.71327774,4.064866834,52.37755401,bad
44.13372759,-0.298577943,21.91757483,21.35777999,4.958315971,52.61906118,bad
44.34089666,4.977859523,24.65937809,34.98341259,5.202783753,10.89616064,bad
36.92526801,4.467800667,20.69653434,60.02774354,5.325962605,17.60232915,bad
43.434629,-2.721215539,20.35670673,79.62768885,4.5256568,20.15499944,bad
38.50262958,-1.657994821,18.42231738,41.30775494,5.146700697,60.57927713,bad
44.48345353,-7.354069668,18.56469193,57.80498799,4.333766031,53.15419871,bad
46.86057809,3.403863361,25.13222073,50.99254416,5.114673001,19.59082081,bad
40.34060672,-3.258819885,18.54089342,19.97118013,4.116879784,63.01694778,bad
37.12731491,-4.896234732,16.11554009,1.259473518,4.733773917,30.60120316,bad
39.13667781,6.14289919,22.6397885,88.26607139,4.178284047,56.30949267,bad
49.99350083,-7.575120084,21.20919037,41.3599384,5.117478488,66.22568403,bad
37.35258065,-3.484707469,16.93393659,44.95322066,4.713083618,61.05833811,bad
44.99057879,-2.146380884,21.42209895,49.37333265,5.256529419,39.6267016,bad
46.65619786,-5.083158808,20.78651952,3.684020444,4.756063905,3.895638022,bad
40.38297239,-1.416071854,19.48345027,62.68416882,4.386430615,68.11136742,bad
37.48616238,-8.407546822,14.53930778,54.99773852,5.016996084,43.73867955,bad
42.50320753,1.615454173,22.05933085,77.23410627,4.598532455,3.401899633,bad
37.85565745,1.517986776,19.68682212,72.14906257,5.388552951,13.4666449,bad
48.2578363,7.509045884,27.88344109,25.57479122,5.157345055,2.007917344,bad
43.36489475,3.288374681,23.32663472,63.25296569,5.245555637,4.603207193,bad
40.37990491,2.890843665,21.63537429,68.31140006,5.017142955,55.38610494,bad
45.46943726,2.485804956,23.97762111,61.08350704,4.898373779,55.34158566,bad
43.49988717,4.335114985,23.91750108,82.2897381,4.120744962,47.63070769,bad
42.79315293,8.270147269,25.5316501,59.17907045,4.898290919,35.29377965,bad
48.38147947,-1.943891012,23.21879423,65.3960769,4.25351223,36.03459141,bad
42.91336826,4.375690784,23.64452952,72.70156038,4.033942928,29.20166538,bad
41.3459871,-0.34056656,20.50271027,70.10689945,4.224644099,42.1455687,bad
37.32458172,-4.909414524,16.2075836,28.15407508,4.142752585,37.07820346,bad
44.35570372,6.96759105,25.66164738,84.74028022,4.253417937,40.63439761,bad
46.24237454,-4.724967509,20.75870351,71.28661825,4.026519366,65.11313133,bad
38.46394486,8.537706673,23.50082577,40.13640963,4.280820112,3.372366185,bad
47.94950222,7.092583289,27.52104276,22.67988064,5.159515364,0.205029137,bad
45.39376645,-3.775215135,20.80927566,8.187371124,4.182957104,37.91152281,bad
47.88483341,-7.683399258,20.10071708,24.15540725,4.514500265,37.54021702,bad
39.40467708,-5.942445787,16.73111564,84.17641372,4.810612166,0.366151235,bad
42.95951898,2.648916502,22.80421774,56.8304352,4.324094405,17.32026674,bad
43.98391994,-5.298830754,19.34254459,4.35418496,4.482971717,42.18948395,bad
45.41594187,-2.380535208,21.51770333,17.22220966,4.694233034,16.76677229,bad
44.04409031,3.084016298,23.56405331,0.677982595,4.31569495,60.41660072,bad
36.72473276,-0.975852972,17.87443989,50.35705021,4.107970919,58.46238733,bad
45.40516079,-5.217313012,20.09392389,49.61303276,5.360486994,38.4630746,bad
41.1405245,4.361498982,22.75101174,70.4189641,4.737671394,21.40192366,bad
39.70788579,-1.575203068,19.06634136,11.03915833,5.166010473,37.28459179,bad
40.32136843,6.228092217,23.27473032,34.64774241,4.626553912,45.21245744,bad
42.27076312,-4.299924278,18.98541942,78.3838528,4.664272482,35.8905094,bad
44.89580327,-5.14992712,19.87293807,87.174308,4.445409326,11.4129845,bad
41.00587374,-5.058810877,17.97353143,37.12651783,5.207398763,15.39383314,bad
43.70081346,-0.243127165,21.72884315,42.09697175,5.101189099,35.95139753,bad
44.55155271,2.095159266,23.32335599,34.34052746,4.949296392,47.54331259,bad
37.75849799,1.506901702,19.63269985,79.95184406,4.036093184,31.34404773,bad
39.21025947,-0.240068031,19.48509572,80.18420101,4.23458269,6.844299119,bad
37.15498417,3.520751396,20.33786778,98.87085478,4.834881221,13.9122334,bad
38.59371655,4.452423815,21.52307018,66.14585905,5.248046222,2.376690445,bad
45.95343046,-1.952733724,22.00034837,42.57394909,4.307220514,49.65338498,bad
